"","Cav1.TGFB1","Cav1.TGFB2","Cav1.TGFB3","Cav1.Ctrl1","Cav1.Ctrl2","Cav1.Ctrl3","Con1.TGFB1","Con1.TGFB2","Con1.TGFB3","Con1.Ctrl1","Con1.Ctrl2","Con1.Ctrl3"
"10563108",10.5972091240081,10.3845815128426,10.5973765138808,10.5172535891442,10.2270235078443,10.4868010609823,10.613045285355,10.1209447548756,10.4564629423208,10.3242583307138,10.2203736435126,10.4714044474752
"10528077",9.49969004449204,9.33397267039996,9.33981184893227,9.08365377538383,9.02897132421898,9.16013216062063,9.54295989113579,9.47281563008171,9.45585031424146,9.3182133968833,9.22810874583117,9.27126445063252
"10478326",7.09306917180204,7.43003620285426,7.21747199707092,8.11860157484636,8.09415564496643,7.93010146716841,7.35667233014718,7.37856760691623,7.26720026630088,7.94103076329058,8.11822233832323,7.82283512955119
"10556701",6.60631825347152,6.81194602151706,6.54862005342434,7.94207662296613,8.06835614107841,7.65994448009628,6.81031558041631,6.80065178473874,6.53150165522879,7.79938643435606,7.70541754693791,7.50052534407262
"10592618",9.38609056620153,9.36538898217213,9.43477307943527,10.6670754390291,10.692918528631,10.4546914546044,9.48761689260882,9.40701814589389,9.51547408830284,10.6954475654566,10.6714920851133,10.3977260470281
"10401149",8.29874719793037,8.8353720693643,8.90615039817277,7.22807488567548,7.00492274158229,7.09394060760264,8.54992920970828,8.92188346912034,8.89295632146459,6.89600490734933,7.17662284600807,7.11813414217521
"10543017",9.14651105965564,8.32885110956772,8.43902597911579,8.57598542687307,8.06140801790407,8.09687910974558,9.4371237794222,8.83990001032065,8.85841829180466,8.70572178665434,8.25760382419332,8.23037210283025
"10565910",7.73037959860654,7.67436974672585,7.06586757646094,8.371765210387,8.21917831720109,8.12903356736021,8.06251787124782,7.68676191864673,7.35257623482071,8.74696330677406,8.30533078853936,8.23426963986403
"10503431",9.31298484811311,9.19438306855075,9.20705685749951,9.55768517932487,9.50482054334522,9.64982111564463,9.36911347777875,9.30329204769418,9.25456101010155,9.6425927614527,9.55825685129933,9.60234359622942
"10497441",10.5629284735563,10.341813622708,10.324017592417,10.8713969781639,10.5970363619473,10.664309555675,10.554956727689,10.3862927356664,10.3896415793977,10.9101140970587,10.7906648691725,10.7451494684983
"10463911",8.90590452615238,8.64420379590493,9.12948860146034,8.27558152357662,8.0836717759225,8.01798483087389,8.7963257842099,8.51149408455418,8.78276124628766,8.34370555779103,7.96683567216116,8.04498368220783
"10442596",10.5610656930846,10.6222453739454,10.6253350481263,11.1769634356749,11.1788720075034,10.9569940929098,10.7358156094209,10.7444477662487,10.6926868924704,11.2538491751863,11.2080093927284,11.0665220611693
"10430519",12.0875561125029,11.9327994443883,12.013919095888,11.6122649485425,11.5526787139062,11.4922568434557,12.040055128176,11.8596290589231,11.9506344581498,11.7025513889816,11.577213386612,11.6631043304722
"10371111",8.6906776444665,8.53403792525027,8.62456259782134,10.0515334154188,10.0388464149051,9.79041818214066,9.06477918107924,8.88853803880849,8.83777947907557,9.77313555553206,9.69270852403479,9.5737960078186
"10383395",10.1222861295191,10.0866143111577,9.98958692708469,10.6277020462423,10.4689825300213,10.265424943878,10.2390983348375,10.1365969359985,10.0406642540201,10.5220287754498,10.378210309437,10.252024824066
