"","Cav1.TGFB1","Cav1.TGFB2","Cav1.TGFB3","Cav1.Ctrl1","Cav1.Ctrl2","Cav1.Ctrl3","Con1.TGFB1","Con1.TGFB2","Con1.TGFB3","Con1.Ctrl1","Con1.Ctrl2","Con1.Ctrl3"
"Lgals2",7.96384474712382,9.99010378927799,9.93947600404845,6.27453667329765,6.28347445604615,6.91248827062449,7.3934818669142,9.89987605585212,9.82953316197011,6.41726023391658,6.39896014112506,6.55990837981481
"Tm6sf2",8.20393568490099,8.56466427086921,8.58585582978619,10.0081867915974,10.282406707566,10.3154665397409,8.28173839139722,8.37891390755784,8.08714026238108,10.0184406845175,10.1975576340941,10.0420708057493
"Mgat5",10.3771571161295,10.3104428412565,10.3760858964473,9.07728303563869,9.18016654203407,9.31656451307377,10.2773009698377,10.2769410237631,10.3276398463129,9.26343171706922,9.32738528046315,9.4026730471385
"Ap1s2",8.57230317069768,8.67863496179322,8.76528896656026,6.48962882481062,6.35264262730646,6.83928581086576,8.42541208586978,8.79272233116776,8.78655351699075,7.02888471295205,7.04615371722005,7.23943851666455
"Olr1",8.25412899872125,7.05743910755165,6.83207294189111,5.86328534652724,5.81657729602419,5.79173988410474,8.11528179321557,6.68569965308887,6.57938551684084,5.90092417851742,5.76804763806011,5.78062523548888
"Adamts7",10.7091221830932,11.2719488097514,11.2753195156707,9.46293840567269,9.68092421638691,9.44732610876607,10.7898755730578,11.1383124344265,11.3579754178875,9.52311818242777,9.67615764881533,9.83174294514356
"Adamts6",10.0247889088518,10.0306547444354,10.4306958644374,7.18865523011455,7.59964514927944,7.9493995231647,9.69590642285314,9.60982792009446,10.0110099333312,7.41952011185098,7.51988739581073,7.47173398476234
"Gpt2",10.2215716558795,10.0528341921435,9.64053387538022,12.6741026012292,12.0913300060122,11.8492648477611,10.62583260829,10.3618996391074,10.1130501036819,12.5503886049161,12.1485662709264,11.8457023545509
"Mex3b",10.4419776560741,10.3028752189989,10.5709611372047,9.13877416517253,8.8043424919043,8.74554703059998,10.331441878271,10.0866713699514,10.3761299701592,9.32368637631122,9.12992236460898,8.99765645073041
"Ston2",8.6105744956897,8.36146953344239,8.1853524447167,9.68504101516272,9.8752635740136,9.75317933760453,9.07503105134051,8.72327156496314,8.83121700707499,9.83702807455653,9.82448570670269,9.91625732385856
"Aif1l",10.3916054255029,10.1671902434871,10.1161739033491,8.03228231171401,8.30327161876441,8.03865904905909,10.4369191557242,10.272316715559,10.3987600900504,8.17063290265602,8.1405010749127,8.08034778020077
"Nusap1",6.5373606361474,6.52477139342914,6.18597649039234,7.841049967939,7.43618718520847,7.70063317390795,6.66121148505744,6.5766416757277,6.58717952814136,8.2054008283672,7.63736601515108,7.69994536599737
"Lhfp",8.85659957998193,9.49079812032065,9.2187378774304,11.6641463740736,12.009051408875,12.1537280816348,8.62679603679059,9.24570897521809,9.04198328048906,11.5350428557929,11.8089888979554,12.2142185910933
"E2f8",6.97378705377846,6.86630460963463,6.77770349669734,7.86849349057532,7.56774352588696,7.40274962272781,6.74671015519987,6.86631526942977,6.84753777288464,8.32062208065884,7.81397723277932,7.84313557035562
"Lrrc39",7.18058190543727,7.0824574189238,7.08198515695157,8.82724485648128,8.63279070784828,8.70717228793302,7.7246673044762,7.75083230532549,7.32979086805133,8.96055394764882,8.97476632593739,8.69217721012782
"Lmo1",9.28037404325221,7.90122403434355,8.06606962035644,7.06490979307111,7.03599489419726,6.97395184031586,8.92332392573355,7.57699392363883,7.49999167628397,6.92800321745298,7.12659377572407,7.12295357118177
"Npy",11.0332157390363,11.6043405004416,12.2776677402561,8.5218735651943,8.61126220101272,8.16992720320112,10.4358742433494,10.5719672545754,11.0912965310407,8.62595086512995,8.21107686353,8.2243939640928
"Itga1",8.30124610767888,8.33832979247974,8.19193800805357,9.6250210355619,9.5877653479112,9.58663842198004,8.63789907014062,8.59222542920041,8.19783622570506,9.75784879539035,9.72468726460573,9.80916228570696
"F11",10.1837828791454,10.5927129965267,10.2871713040931,9.53473522248312,9.69719225172881,9.89799745163159,10.6422119172305,10.9823891286396,10.7605646520045,9.32757858415392,9.40449676322692,9.4511754904144
"Cbr3",6.67556082653226,6.31885174538373,6.26265408604039,8.39365923077067,7.39713643523167,7.27638444436219,6.63515519522974,6.29310531923578,6.52325563128511,8.11315304063544,6.94068385868299,6.93846648506616
"Fgb",11.9873375567427,12.4919625158928,11.5847802547528,13.5004935116839,13.5804340784066,13.5012333781116,12.1461893748925,12.5791995826129,11.801260774679,13.4008017845784,13.5555172571503,13.4129982764755
"C8b",10.1985874270518,10.7158711600228,10.182935869888,11.4114556911944,11.8919472917941,11.5199597110176,10.4243873128682,10.8685649244795,10.4298398045434,11.2802875635293,11.7988492206134,11.2384239450706
"Ly6a",7.72831191101875,6.76193437642334,6.79919179228985,9.74763141369068,10.9067512142522,11.3212479380207,7.27816235259928,7.04815929937778,6.23585578435458,9.04640478448736,9.61131895655784,9.36379516634532
"Nr3c2",7.6072425037429,7.27943580709244,7.37813179930165,8.44417243810153,8.32470733309242,8.63072225407649,7.74007823617217,7.713367502597,7.49887272450967,8.56527122188777,8.54023210605901,8.54557133445677
"Egln3",9.22089208665245,9.15726990971542,7.81268764474853,10.9767376640196,10.7348148701939,9.73495115379467,10.2864576895184,10.0171918871101,8.46195173740987,11.1882866838938,10.7317692007178,9.86453014194374
"Ugt2b37",5.88122243476339,5.52697692232142,5.88776819572939,7.83824188354598,7.45165058480413,7.46717941182991,5.6525705472992,5.67763001926609,5.89667879286607,7.51730341768181,7.32786984828395,6.91223697693968
"Ifit1bl2",5.27313567770925,5.23754827642835,5.32879841276736,6.05397478402418,6.47603201785865,7.6839891605413,5.36587032402277,5.09688583981682,5.10478160320287,5.62846613985553,6.04009376189594,5.60051754226203
"Pzp",10.7016996633222,11.659302364333,10.8641939141188,13.2902871632877,13.4784936361563,13.2931548940793,10.9549937709581,11.6167529589918,11.2834585850795,13.0291707404693,13.2851669015171,13.073996966711
"Abca1",9.51151485227983,9.51577788401287,9.29700980013897,10.7445670300841,10.9579745408839,10.9205581150819,9.7595338187098,9.53947049139054,9.38836633951388,10.6181673666612,10.9101004498489,10.9456967345063
"Abcg1",10.2575656604221,10.4534330563438,11.1551631338302,8.21350916094241,8.24322821140461,7.94104773623141,9.91562940989494,9.89226099120295,10.6005533191888,8.13042320520915,8.13638605981498,7.81585612047513
"Palmd",11.7142522881329,11.3130024748477,11.6083659827862,12.7490492031978,12.401276253612,12.0752203151728,11.3363580706279,10.6576508324706,10.6977374316517,12.7135644843048,12.1882612172497,11.8919261476063
"Actc1",9.16294347571704,9.21075676199823,8.56229302718124,12.1878121489026,12.2521948501747,11.3682411943367,9.59192897102568,9.71781716123187,9.29627979151318,12.5042137491429,12.6917487721741,12.2372156493488
"Oas1c",7.50645231108966,7.50489124280176,7.50998241012559,8.48414365307628,8.49831583085847,9.01332440139533,7.37344752081773,7.34189339142164,7.3881394588621,8.13559379700578,8.18970473445695,8.09574793920874
"Selenom",9.35917782181623,9.32522413924251,9.56700865629187,7.92511338757976,7.77423929684677,8.08654740499579,9.13879261581079,9.24215543925,9.21348596256896,8.46801286366286,8.35906253798473,8.13791413871614
"Acvr1",11.2677005266844,11.2643734628357,11.3592732751675,9.75711271774526,9.72166902643842,9.96638575890814,11.2948853758044,11.1953368634837,11.3312968097291,9.76049885780528,9.81507813432926,10.0383142844235
"Ada",8.82615714377085,9.01094290142377,9.09821785261306,7.94264120462693,7.99599572710457,7.92978321352957,8.76811257259453,8.84466030734727,8.99542190868709,8.11053346856796,8.15333059384614,7.95113040879348
"Ddhd1",12.4459042865052,12.1217077488771,12.0563260727021,11.0875871749931,10.9724347194687,11.2077743899271,12.2960073847166,12.240586248859,12.4344070425609,11.1668978613918,11.0439534955872,11.2668559023174
"Adam12",10.4723679650106,10.4586245288485,10.8427204587473,7.61751442090188,7.36558998351511,7.47677757282397,9.60438970611079,9.72326884973837,9.91257377063821,7.50874723920249,7.34724214413644,7.78986083404214
"Adh1",9.32811288374845,9.16391290289013,8.89682267484532,12.5669257907721,12.4828062235449,11.613663749453,9.81146696433335,9.77217717753354,9.2802214010513,12.4552271733492,12.1734977782312,11.0989301172255
"Adm",8.52176047418718,7.87449714964283,7.40357381539992,9.73078633120447,9.57688610685,8.92122813163978,9.01000388717742,8.433949894362,7.69577892892399,10.2066574927607,9.97564218439358,9.09865980688677
"Adrb2",6.74722483296704,6.707550239714,6.89616396271654,7.70392726599404,7.66149562466988,7.98445746740199,6.81978267747358,6.720564659628,6.90571244404414,8.20449704952697,7.76035873796859,7.79212989579378
"Adssl1",11.2002242975727,10.3130764606757,10.4817267771825,8.42130790758494,7.66406721169023,7.52988003251333,11.1880577299167,10.4142655495122,10.3892595460051,8.4496199161347,7.7914438619364,7.57164850756332
"Afp",7.39956536469184,7.47362918098992,7.62124025847211,10.1921450700134,9.9514448661116,10.4833320684493,7.21054062020791,7.58579016811246,7.43384258520964,9.20694907178863,9.10913563058843,9.11346195411101
"Angpt4",10.034422196174,9.65638199209635,9.75123075132444,7.44223740559198,7.36084957061701,7.26535997344926,9.90643017567962,9.61903008295868,9.77371540311416,7.31694906058975,7.15696336311487,7.0686638304775
"Agtr1a",8.72591171758932,8.53664757902563,8.49959410684538,10.5188854957897,10.4534286185594,10.2892291436769,8.86329874030269,9.08499698619086,8.94790337882907,10.5982448360082,10.6277375119785,10.4472772748979
"Ak1",10.740255728789,10.5311219386572,10.7635961635981,8.74998838167563,8.55097308559044,8.63649558778754,10.1740859799857,9.8698445193831,10.1036732253952,8.32446121757289,7.90161478967814,8.03794800220972
"Alpl",7.27057395095066,7.26508619650381,7.31936224477541,8.91203407512686,8.97466133980703,8.56135527549242,7.41140649871145,7.56088440106277,7.52805463973071,8.77535691292296,8.67740591742608,8.31679679356821
"Alcam",11.3178276635483,11.6509855438938,11.1259934045097,12.6692757392462,12.7511526343969,12.7501788359268,11.4926022953251,11.7691870455239,11.3268719253831,12.6882412222961,12.7800339435563,12.784623923515
"Aldh1a1",10.60618552472,10.931776914606,9.751704148746,13.6387139459851,13.5167480382643,13.6460297013227,11.2286760072533,11.456314724015,11.0202107672528,13.6255946528781,13.4848996695964,13.5677993555322
"Aldh3a2",11.1765343993501,10.8373500460543,10.8995287320499,12.4800069068502,11.9690254848437,12.024771748693,11.5029324714709,11.1777901055784,11.2027737737755,12.4293537514462,11.9320360103045,11.9402085920558
"Aldoc",8.24275565763533,8.12284096912617,7.57585032687456,9.42728581987733,9.55815324856135,9.24876867513365,9.14115581067916,8.95427347938876,8.14993559544281,9.90395517608615,9.77010879611018,9.13441494214149
"Prelp",6.95951415920375,7.44278590374305,7.18959818879734,9.80363081534363,9.57341143858743,9.67549555608068,7.2583422973361,7.38752389434464,7.42146495937195,9.47086475065661,9.61182537197553,9.68824248327743
"Akr1c20",6.34259284765744,6.43980389234206,6.47395664725992,9.89556620867608,10.0323858364986,10.0082551505202,6.43434226649352,6.55803217178408,6.56763043354122,9.59041524748126,9.80960000679357,9.53520650621019
"Steap4",10.5827608787341,11.3227846141353,10.6117735280572,12.1082975632334,12.3889646789463,12.4725896765856,11.0318046481083,11.5950203175195,11.1559876103936,11.8217363968844,12.2264014152528,12.2039890246305
"Ampd3",9.68514101638725,9.3937262793668,8.90424059155166,9.07405179861498,8.72969664133128,8.904025223399,10.1599803090387,9.79445163895948,9.42140391167968,8.81027652088184,8.59001463963045,8.49415565284263
"Mat1a",8.68032308627303,8.79225892211439,8.73252144024167,10.5385614570562,10.839535858159,10.4714898650299,9.10373633569758,9.14015020428305,8.99707835781625,10.4071439358836,10.8639569747847,10.4645077287626
"Ank3",7.58487760646562,7.83831532323535,7.70800050401879,9.25650617730585,9.28684187172416,9.40813376486315,7.92740555402579,8.15412505562362,8.12138144718066,9.34310557693952,9.30447714844926,9.46443854277581
"Anxa8",9.36197644347061,9.15231070831535,9.41016007811858,6.82034464199109,7.10310119491584,6.76595338462722,9.53296039582666,9.31867611943385,9.25415729012535,6.94766958060857,7.02955243098528,6.93012613702622
"Apbb2",11.8026602449745,11.9647842724568,12.2533153369627,10.224513555842,10.0569692615034,10.2637461172165,11.5025106568463,11.6557738711757,12.006315128467,10.3593272836649,10.2394757401219,10.3857470978692
"Aplp1",8.85400970181767,8.59310671441068,9.02415461425229,7.98254433843091,7.7093951662811,7.71123952722207,8.64972650048409,8.39068793671848,8.5231245302446,8.25633017164045,7.79828814402199,7.73926289875703
"Apoa1",12.1528714533002,12.6755998489127,12.30599557052,13.4925907161984,13.7903676224931,13.7992161260868,12.494172291774,12.8479511498816,12.6433176612202,13.2606349669526,13.5204526121646,13.4567187064477
"Apoa2",11.5232391058499,11.6968348516822,11.4820939917963,12.6053991843975,12.6023844006881,12.612738817177,12.132313156308,11.9144561292118,11.918920689416,12.598370220724,12.5320981235807,12.4142042278101
"Apoh",9.96486970579487,10.6300326860773,9.90665703580338,11.365064040478,11.9608235997204,11.6708918592043,10.8217310847161,11.2823792627899,10.8848121734144,11.4142786891551,12.040595911778,11.668960794817
"Aqp7",7.40616638420021,7.60497292598828,7.5438762188785,6.57102341615728,6.93058946504703,6.51000336108115,7.47635349945714,8.07262062414047,7.92416036703531,6.56728825043046,6.61479328302465,6.39167692162883
"Aqp8",8.90241781423185,8.60794207424511,8.17093086292214,11.6371606808358,11.3653866149999,11.0300759257505,9.02075013820716,8.63769196103942,7.97257318008418,10.9620129106616,10.7105025894898,9.80340895295302
"Arhgap6",7.78560558515089,7.78604790861354,7.91946699011519,8.98746769424375,8.84797974121597,9.00093025921677,7.84675459562823,7.83225417592236,7.74223791398894,9.25324317281787,9.05526967579708,9.18171472793335
"Asgr1",7.85828976317589,8.0666293574292,7.48515950577579,9.15091888064853,9.04906576782539,8.50858764466216,8.24492857636571,8.16593887848388,7.50826133920302,8.55320131572621,8.74404156292925,7.92251413430624
"Asgr2",7.57902123827506,7.84209502801159,7.41705347207223,9.61114910555264,9.90676083350583,9.73527841959391,7.71292401091978,7.89753526808236,7.67262965716545,9.20842587048566,9.55351869093605,8.73215576129579
"Serpinc1",10.1281512129223,10.6300069574723,9.96573865600017,11.1888973462906,11.5196678952271,11.0968623742267,10.6109696669453,10.9297765581492,10.4004754459125,11.1273871248938,11.4239086647477,10.935893192988
"Atf3",9.61403786064316,9.36730213859807,9.47263159987954,10.7598184354897,10.8154579715743,10.5903408903619,9.82395375421372,9.64804651426788,9.56013982136292,11.1117385641867,10.9280680767037,10.7078529496866
"Atp1b1",12.7073574171927,12.56182121923,12.7733918816908,11.0516714311383,11.1929648471911,11.1042287509705,12.4814546952618,12.3429987984797,12.624585813387,11.1901940575616,11.2961692543435,11.1917507343378
"Atp7b",8.32301712486795,7.88166571131728,7.7380748967388,9.64703482358101,9.6527278102485,9.57421586944076,8.72157369203945,8.36933529660341,8.13368091784421,9.50737662496384,9.54621570092979,9.56260427169691
"Atp8a1",8.186617911842,8.30586074275553,8.2659960973946,8.99356125027629,9.71692980556502,10.1688532361764,8.56469955983713,8.64773186357477,8.87403620720838,9.19477777131765,9.80028928166858,10.412524223622
"Azgp1",9.65650783028451,10.4485365290031,9.96467894661387,11.6959629034369,12.0791829197521,11.7960161278154,10.2812091224114,10.8553097559793,10.4545872232814,11.4585558346806,11.9855728018598,11.5177919436088
"Baat",6.4408433606968,6.77152290161451,6.60787893479781,7.8191047229747,7.88191085086775,7.96044763661894,6.6965826488956,6.61110567053167,6.6928092140921,7.49790020659146,7.67972169684752,7.46424732996111
"Bche",9.63777063536151,9.95674790959777,9.93471171440409,11.0297858218989,11.2178738117298,11.2279251601281,9.70066909976557,10.0974840325543,10.0213406812129,11.0354597333298,11.2188570316844,11.2546356489939
"Bcl3",10.3570380940889,10.5300099616865,9.8478647006302,11.6168081188204,11.7334913524028,11.5440616262658,10.8428283790742,10.914864766901,10.5432659990179,11.6834935747735,11.7756603660607,11.6170801860378
"Bhmt",7.23219926053674,7.15206258914892,7.04276750433251,9.863494793665,8.62936336547359,8.12329226038791,7.2608850813606,7.45843445400898,6.96199078934274,9.75634539912788,8.96382184297189,8.17182924038888
"Fabp7",8.13584285668902,8.97739415307258,9.61056241890012,6.33810454056028,6.46955823503021,6.20593486622937,7.18501458625856,8.27128560765231,8.42704674556864,6.25197792377968,6.45835153518963,6.45888073691471
"Bmp6",8.08264390515515,7.94989829853481,7.68086663647291,10.0754756586929,9.97301938583007,9.77384101239445,8.08483407692518,7.98253526000512,8.04313772835936,10.666849681478,10.573216360425,10.0990567522381
"Zfp36l2",12.2266697279082,12.0659256194779,12.4540253787469,10.6151812834795,10.7440519605579,10.7369194735155,11.9883360128107,11.6847844206944,11.9377220050054,10.7376594115875,10.7316129449943,10.8068964161367
"Btc",8.07158667914487,8.07624221789287,7.81293867767073,8.92102489591196,9.28580418446741,9.37530248389868,8.40310703066912,8.302660548204,7.77953263411671,8.73647409095268,9.00748378440887,8.62242253290864
"Bub1",5.53063553777359,5.65988516766663,5.89413524598422,7.16905522797374,6.54448124351779,6.92897741741519,5.80026411158992,5.81969756228432,5.75693934333566,7.81910229131002,7.13198312101035,7.45736184192319
"C2",9.98625810817452,10.3980674581939,9.87540076944724,11.1847279128514,11.4259081496417,11.5658521941553,10.4002388140291,10.6360162611728,10.3763396553386,11.0567460885847,11.1964999410844,11.074980398939
"C3",12.6883899582697,12.9757989439896,12.3697962477554,13.7532684826301,13.797328159068,13.7090515472225,12.9080451590293,13.128993176688,12.7639437558004,13.7027459734345,13.8077601418295,13.7578483065015
"C4bp",8.1240141293818,8.99526367890384,8.09403806531059,11.1501954741603,11.6337505780201,11.5662025360682,8.68323400378063,9.52049326577491,8.83267704909903,10.7830166306975,11.4280375422779,11.2442551890749
"C6",6.97981298054952,6.99698563248146,6.80335384406102,10.4760952016804,10.3154573215764,10.0522853744008,6.7707353249195,6.95803708140439,6.78021016649206,9.52838681817351,9.89807935532502,9.26493047841835
